symbol,prediction_session,target_session,close_D,close_D1,high_D1,low_D1,open_D1,volume_D,volume_D1,return,ratio,session_index,total_sessions,mean_close_20_before,mean_close_20_after,pre_distinct_closes_20,pre_zero_volume_bars_20,provenance,corporate_action,series_change,economically_real,data_error,listing_boundary,classification,evidence
WEWIN.NS,2018-03-20,2018-03-21,23.35,43.0,43.9,42.65,43.0,9000.0,7757194.0,0.841542,1.84154,380,2113,33.525000000000006,37.1047619047619,19,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 33.53->37.10 with volume moving inversely (9,000->7,757,194) — adjustment applied to one segment only"
WEWIN.NS,2017-11-23,2017-11-24,64.75,10.65,10.7,10.65,10.7,2975995.0,27000.0,-0.835521,0.164479,301,2113,40.83749999999999,26.926190476190484,16,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
SHIVAUM.NS,2017-05-24,2019-10-01,262.6,44.15,44.6,44.1,44.25,21250.0,279000.0,-0.831874,0.168126,176,528,309.59000000000003,44.82380952380953,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 309.59->44.82 with volume moving inversely (21,250->279,000) — adjustment applied to one segment only"
BEARDSELL.NS,2016-12-05,2016-12-06,400.6,68.5,70.05,66.95,69.7,50.0,2822.0,-0.829006,0.170994,59,2472,398.4174999999999,63.12857142857143,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 398.42->63.13 with volume moving inversely (50->2,822) — adjustment applied to one segment only"
WEWIN.NS,2017-11-01,2017-11-02,68.7,12.0,12.0,12.0,12.0,10026196.0,18000.0,-0.825328,0.174672,285,2113,35.06500000000001,37.421428571428564,17,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
BEARDSELL.NS,2017-05-03,2017-05-04,454.2,79.45,79.45,79.45,79.45,1057.0,268.0,-0.825077,0.174923,160,2472,377.91999999999996,70.45238095238095,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,persistent splice 377.92->70.45; no volume or liveness signature to attribute a cause
WEWIN.NS,2017-10-30,2017-10-31,68.0,11.95,11.95,11.95,11.95,6082160.0,18000.0,-0.824265,0.175735,283,2113,32.3375,39.421428571428564,17,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
WEWIN.NS,2018-01-22,2018-01-23,31.85,58.1,58.65,55.8,56.2,27000.0,2432419.0,0.824176,1.82418,342,2113,37.50000000000001,43.266666666666666,19,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 37.50->43.27 with volume moving inversely (27,000->2,432,419) — adjustment applied to one segment only"
WEWIN.NS,2017-11-16,2017-11-17,64.8,11.5,11.5,10.65,10.65,4021264.0,36000.0,-0.822531,0.177469,296,2113,32.62249999999999,32.669047619047625,16,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
WEWIN.NS,2017-11-14,2017-11-15,63.05,11.65,11.75,11.65,11.65,2650719.0,27000.0,-0.815226,0.184774,294,2113,32.27499999999999,32.23095238095238,16,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
WEWIN.NS,2018-01-11,2018-01-12,31.85,57.5,58.3,56.7,58.0,45000.0,1652181.0,0.805338,1.80534,335,2113,35.6875,43.02619047619047,17,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 35.69->43.03 with volume moving inversely (45,000->1,652,181) — adjustment applied to one segment only"
AJOONI.NS,2021-07-19,2021-07-20,41.7,8.15,8.35,7.95,8.25,41951.0,407903.0,-0.804556,0.195444,60,1334,44.205,8.814285714285713,18,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 44.20->8.81 with volume moving inversely (41,951->407,903) — adjustment applied to one segment only"
WEWIN.NS,2018-02-20,2018-02-21,25.35,45.7,47.15,45.25,46.6,63000.0,2617792.0,0.802761,1.80276,361,2113,42.7125,32.86428571428572,18,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
AIRAN.NS,2018-08-13,2018-08-14,359.5,73.0,74.0,72.0,72.0,2000.0,17500.0,-0.79694,0.20306,329,2259,359.80749999999995,69.57380952380952,19,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 359.81->69.57 with volume moving inversely (2,000->17,500) — adjustment applied to one segment only"
GVPTECH.NS,2022-12-05,2022-12-06,91.2,18.55,18.55,17.9,18.4,64904.0,98675.0,-0.796601,0.203399,60,992,86.48499999999999,21.476190476190474,19,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,persistent splice 86.48->21.48; no volume or liveness signature to attribute a cause
CORALFINAC.NS,2017-06-28,2017-06-29,207.05,42.4,42.4,42.2,42.2,5.0,150.0,-0.795219,0.204781,61,2337,232.8025,50.31095238095238,17,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,persistent splice 232.80->50.31 with volume moving inversely (5->150) — adjustment applied to one segment only
WEWIN.NS,2018-01-25,2018-01-29,30.25,54.25,56.4,54.05,56.0,9000.0,2979148.0,0.793388,1.79339,345,2113,40.285000000000004,41.78809523809524,19,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 40.29->41.79 with volume moving inversely (9,000->2,979,148) — adjustment applied to one segment only"
SUMEETINDS.NS,2025-06-19,2025-06-20,55.96,11.75,11.75,11.75,11.75,63970.0,67940.0,-0.790029,0.209971,1,303,,20.305714285714288,1,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,YES,LISTING/RELISTING,session 1 of 303 — start-of-series boundary
KSHITIJPOL.NS,2022-08-24,2022-08-25,70.4,14.8,14.8,13.4,14.6,195192.0,224310.0,-0.789773,0.210227,19,1017,49.891666666666666,18.023809523809522,19,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
WEWIN.NS,2017-10-24,2017-10-25,58.5,12.35,13.4,12.35,13.4,8383168.0,54000.0,-0.788889,0.211111,279,2113,34.63999999999999,39.480952380952374,17,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
LATTEYS.NS,2018-06-14,2018-06-20,25.0,5.3,5.3,5.0,5.0,5000.0,125000.0,-0.788,0.212,7,1129,25.774999999999995,5.004761904761905,5,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,YES,LISTING/RELISTING,session 7 of 1129 — start-of-series boundary
WEWIN.NS,2017-10-10,2017-10-11,58.25,12.35,12.35,12.35,12.35,2618464.0,18000.0,-0.787983,0.212017,271,2113,34.272499999999994,30.99285714285714,17,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
INDIAGLYCO.NS,2026-09-01,2026-09-02,1111.7,236.2,236.2,217.0,225.0,880527.0,115189.0,-0.787533,0.212467,2473,2477,1129.235,254.49999999999997,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 1129.23->254.50 with volume moving inversely (880,527->115,189) — adjustment applied to one segment only"
WEWIN.NS,2017-10-13,2017-10-16,55.7,12.05,12.05,12.05,12.05,5519112.0,9000.0,-0.783662,0.216338,274,2113,34.762499999999996,31.64285714285714,18,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
WEWIN.NS,2017-09-25,2017-09-26,58.75,12.75,12.75,12.75,12.75,8356124.0,45000.0,-0.782979,0.217021,261,2113,32.78500000000001,31.404761904761905,18,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
MIDSELIETF.NS,2016-12-12,2016-12-13,24.11,5.24,5.26,5.24,5.26,621710.0,10170.0,-0.782663,0.217337,65,2477,7.0344999999999995,5.130952380952381,16,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,DATA_ERROR,isolated bar: D close 24.11 sits 243% off its 21-bar neighbourhood mean 7.03
WEWIN.NS,2018-01-16,2018-01-17,32.0,56.95,57.25,54.2,55.15,9000.0,2749025.0,0.779688,1.77969,338,2113,34.56250000000001,43.85952380952381,17,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 34.56->43.86 with volume moving inversely (9,000->2,749,025) — adjustment applied to one segment only"
MIDSELIETF.NS,2016-12-07,2016-12-08,23.72,5.28,5.32,5.28,5.32,213010.0,100.0,-0.777403,0.222597,62,2477,6.142000000000001,6.035238095238096,17,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,DATA_ERROR,isolated bar: D close 23.72 sits 286% off its 21-bar neighbourhood mean 6.14
WEWIN.NS,2017-10-04,2017-10-05,56.65,12.65,12.65,12.65,12.65,3099524.0,9000.0,-0.776699,0.223301,267,2113,31.48,30.31904761904762,17,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
MIRZAINT.NS,2023-03-28,2023-03-29,148.0,34.65,34.65,31.35,33.0,1924248.0,2117782.0,-0.765878,0.234122,1624,2477,155.745,47.82142857142857,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,persistent splice 155.75->47.82; no volume or liveness signature to attribute a cause
WEWIN.NS,2020-03-05,2020-03-06,13.55,23.9,26.35,23.9,26.35,1388067.0,15000.0,0.763838,1.76384,863,2113,20.2575,17.666666666666668,19,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 20.26->17.67 with volume moving inversely (1,388,067->15,000) — adjustment applied to one segment only"
NIITLTD.NS,2023-06-07,2023-06-08,405.4,96.75,96.75,88.1,92.15,1119580.0,385737.0,-0.761347,0.238653,1670,2477,385.0175,87.31190476190476,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,persistent splice 385.02->87.31; no volume or liveness signature to attribute a cause
WEWIN.NS,2017-08-28,2017-08-29,52.65,12.65,12.65,12.65,12.65,1406981.0,9000.0,-0.759734,0.240266,241,2113,36.260000000000005,32.121428571428574,15,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
WEWIN.NS,2017-09-14,2017-09-15,52.85,12.9,13.0,12.85,12.85,1364623.0,18000.0,-0.755913,0.244087,254,2113,32.432500000000005,33.81666666666666,17,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
SHANKARA.NS,2025-09-23,2025-09-24,990.5,242.25,255.0,242.25,255.0,238010.0,46416.0,-0.755427,0.244573,2099,2335,984.6525000000001,163.83380952380955,19,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
WEWIN.NS,2017-09-06,2017-09-07,52.05,12.75,12.85,12.75,12.85,995366.0,45000.0,-0.755043,0.244957,248,2113,30.909999999999997,31.092857142857138,14,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
WEWIN.NS,2017-08-08,2017-08-09,54.25,13.35,16.0,12.75,16.0,1869769.0,1548000.0,-0.753917,0.246083,229,2113,56.967499999999994,27.87857142857143,17,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
WEWIN.NS,2017-09-11,2017-09-12,51.35,12.65,12.65,12.35,12.35,987072.0,18000.0,-0.753651,0.246349,251,2113,28.605,33.55714285714286,16,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
WEWIN.NS,2017-08-30,2017-08-31,52.15,12.85,12.85,12.85,12.85,848950.0,9000.0,-0.753595,0.246405,243,2113,33.855,30.245238095238093,14,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
KSOLVES.NS,2020-07-17,2020-07-20,52.75,13.1,13.1,13.1,13.1,7200.0,9600.0,-0.751659,0.248341,10,1466,52.494444444444454,17.845238095238095,6,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,YES,LISTING/RELISTING,session 10 of 1466 — start-of-series boundary
COFFEEDAY.NS,2020-08-24,2021-04-26,26.35,46.1,48.7,46.1,48.5,203458.0,767027.0,0.749526,1.74953,866,2141,19.317500000000003,33.0,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,persistent splice 19.32->33.00; no volume or liveness signature to attribute a cause
IRISDOREME.NS,2018-11-02,2018-11-16,9.12,2.42,2.42,2.42,2.42,16000.0,56000.0,-0.734649,0.265351,4,1495,8.966666666666667,3.5980952380952376,3,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,YES,LISTING/RELISTING,session 4 of 1495 — start-of-series boundary
WEWIN.NS,2018-02-06,2018-02-07,26.65,46.2,48.0,45.95,47.5,18000.0,4392611.0,0.733583,1.73358,352,2113,40.834999999999994,40.33809523809524,19,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 40.83->40.34 with volume moving inversely (18,000->4,392,611) — adjustment applied to one segment only"
ROSSELLIND.NS,2024-09-19,2024-09-20,621.65,170.85,179.8,170.85,179.8,894801.0,152767.0,-0.725167,0.274833,1990,2477,574.785,118.87285714285714,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
WEWIN.NS,2018-03-07,2018-03-08,22.85,39.4,40.0,38.3,39.95,36000.0,4365016.0,0.724289,1.72429,371,2113,39.964999999999996,33.41666666666667,16,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
ANGELONE.NS,2018-11-28,2020-10-05,97.0,27.6,29.7,25.7,27.5,0.0,85462380.0,-0.715464,0.284536,40,1511,104.545,27.114285714285714,16,2,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,SYNTHETIC/BAD_BAR,zero-volume placeholder bar at the transition
CCAVENUE.NS,2018-09-27,2018-09-28,49.3,14.4,44.65,13.15,44.4,107721752.0,640187881.0,-0.707911,0.292089,510,2477,55.767500000000005,12.297619047619047,18,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 55.77->12.30 with volume moving inversely (107,721,752->640,187,881) — adjustment applied to one segment only"
WEWIN.NS,2018-04-06,2018-04-09,26.6,45.3,47.0,44.5,45.95,9000.0,18073768.0,0.703008,1.70301,391,2113,32.63500000000001,35.25,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 32.64->35.25 with volume moving inversely (9,000->18,073,768) — adjustment applied to one segment only"
WEWIN.NS,2020-02-14,2020-02-17,15.5,26.1,26.1,26.1,26.1,352571.0,3000.0,0.683871,1.68387,850,2113,17.93,19.692857142857143,17,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 17.93->19.69 with volume moving inversely (352,571->3,000) — adjustment applied to one segment only"
DCMSRIND.NS,2025-12-24,2025-12-26,172.16,54.52,54.52,51.0,51.0,309497.0,16821.0,-0.683318,0.316682,994,1167,167.45650000000003,48.95238095238094,19,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 167.46->48.95 with volume moving inversely (309,497->16,821) — adjustment applied to one segment only"
AGI.NS,2019-08-16,2019-08-19,194.3,61.75,65.1,61.75,65.0,212095.0,818997.0,-0.682192,0.317808,726,2477,182.85500000000002,49.083333333333336,19,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,persistent splice 182.86->49.08; no volume or liveness signature to attribute a cause
GLOBE.NS,2021-02-01,2021-02-02,9.9,3.25,3.45,3.25,3.4,75597.0,41220.0,-0.671717,0.328283,81,1442,10.354999999999999,3.2428571428571424,12,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,persistent splice 10.35->3.24; no volume or liveness signature to attribute a cause
WEWIN.NS,2018-03-26,2018-03-27,25.35,42.3,42.95,41.45,42.2,27000.0,6073631.0,0.668639,1.66864,384,2113,31.2,37.435714285714276,19,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 31.20->37.44 with volume moving inversely (27,000->6,073,631) — adjustment applied to one segment only"
ABFRL.NS,2025-05-21,2025-05-22,268.95,89.85,98.0,88.2,98.0,16517340.0,35644420.0,-0.665923,0.334077,2154,2477,268.66999999999996,80.72904761904763,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,persistent splice 268.67->80.73; no volume or liveness signature to attribute a cause
JYOTISTRUC.NS,2018-11-30,2019-02-21,2.45,0.85,0.85,0.75,0.8,13364.0,55445.0,-0.653061,0.346939,551,2145,2.205,1.1928571428571428,12,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,persistent splice 2.21->1.19; no volume or liveness signature to attribute a cause
ESSENTIA.NS,2022-01-31,2022-02-07,2.45,0.85,0.85,0.85,0.85,580.0,635.0,-0.653061,0.346939,645,1704,2.2325,0.8880952380952382,6,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,persistent splice 2.23->0.89; no volume or liveness signature to attribute a cause
LANDSMILL.NS,2018-01-22,2018-01-23,110.0,38.45,38.45,37.7,37.8,47625.0,9319.0,-0.650455,0.349545,342,2475,101.86249999999998,17.723809523809525,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,DATA_ERROR,isolated bar: D+1 close 38.45 sits 117% off its neighbourhood mean 17.72
MCL.NS,2018-09-04,2018-09-05,112.5,39.35,39.35,35.65,39.0,4400.0,32400.0,-0.650222,0.349778,274,2139,93.86999999999999,36.45238095238095,16,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 93.87->36.45 with volume moving inversely (4,400->32,400) — adjustment applied to one segment only"
UEL.NS,2025-10-09,2025-10-13,371.35,129.9,129.9,117.65,117.65,5206.0,4006.0,-0.650195,0.349805,133,302,319.28499999999997,130.68428571428572,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,persistent splice 319.28->130.68; no volume or liveness signature to attribute a cause
